iter	Logloss
0	0.6883190905
1	0.6845978271
2	0.6798384501
3	0.6760563789
4	0.6725275407
5	0.6686349988
6	0.665250782
7	0.6614363728
8	0.6574461017
9	0.653851561
10	0.6496590284
11	0.6461393942
12	0.6414681812
13	0.6385971895
14	0.6343822609
15	0.6312850923
16	0.6281058962
17	0.6253585398
18	0.6229774302
19	0.6204958193
20	0.6178632033
21	0.6146737619
22	0.6106419631
23	0.6083421028
24	0.6055465233
25	0.603078341
26	0.6003718931
27	0.5983037433
28	0.5953232745
29	0.5927583533
30	0.5906593691
31	0.5873482051
32	0.5844961177
33	0.5826178777
34	0.5808671457
35	0.5784880155
36	0.5766529853
37	0.5739669588
38	0.5717054815
39	0.5684366685
40	0.565674603
41	0.5627754928
42	0.5603006862
43	0.5580716684
44	0.5561754981
45	0.5538746295
46	0.551327217
47	0.549098695
48	0.5461537331
49	0.5438395529
50	0.5415514682
51	0.5395185758
52	0.5375559683
53	0.5349955898
54	0.5332790564
55	0.5305868942
56	0.5286762589
57	0.5265912642
58	0.5249520396
59	0.5233279457
60	0.5218415735
61	0.5192912454
62	0.5179251228
63	0.5158782571
64	0.5145232503
65	0.5125306404
66	0.5108914753
67	0.5099152967
68	0.5080217106
69	0.506745875
70	0.5055924544
71	0.5032231031
72	0.5018916384
73	0.4999508579
74	0.4985052395
75	0.4970389049
76	0.4956760861
77	0.4939223345
78	0.4924134346
79	0.490800714
80	0.4894354415
81	0.488412684
82	0.4871485609
83	0.486277795
84	0.4852225387
85	0.4835903904
86	0.4827842675
87	0.4815833583
88	0.4802444399
89	0.4783511843
90	0.4774210937
91	0.4758727906
92	0.4744854565
93	0.4725195257
94	0.4717456056
95	0.4706539657
96	0.4695723094
97	0.4683424514
98	0.4667393404
99	0.464781329
100	0.4637740231
101	0.4622889839
102	0.4615733543
103	0.4601873275
104	0.4589801877
105	0.4579308461
106	0.4570106304
107	0.4557501255
108	0.4547516954
109	0.4539170116
110	0.4523593052
111	0.4510050653
112	0.4500834257
113	0.448541767
114	0.44723913
115	0.4456402804
116	0.4442722773
